Date,Year,Quarter,Month,Day,Country/Region,Aircraft Manufacturer,Aircraft,Ground,Fatalities (air),Aboard,Survivors,Continent
1973-12-07,1973,Qtr 4,December,7,Ecuador,Tupolev,Tupolev Tu-104,0,13,75,62,South America
1973-12-16,1973,Qtr 4,December,16,Guernsey,Tupolev,Tupolev Tu-124,0,51,51,0,Europe
1936-12-15,1936,Qtr 4,December,15,United States,Boeing,Boeing 247D,0,7,7,0,North America
1943-12-29,1943,Qtr 4,December,29,United States,Consolidated,Consolidated B-24 Liberator,0,25,25,0,North America
1942-12-15,1942,Qtr 4,December,15,United States,McDonnell Douglas,Douglas DC-3,0,17,19,2,North America
1977-12-18,1977,Qtr 4,December,18,United States,McDonnell Douglas,McDonnell Douglas DC-8,0,3,3,0,North America
1959-12-13,1959,Qtr 4,December,13,Uzbekistan,Ilyushin,Ilyushin Il-18,0,29,29,0,Asia
1974-12-14,1974,Qtr 4,December,14,Uzbekistan,Yakovlev,Yakovlev Yak-40,0,7,19,12,Asia
1958-12-23,1958,Qtr 4,December,23,Uganda,Ilyushin,Ilyushin Il-14,0,21,21,0,Africa
1995-12-20,1995,Qtr 4,December,20,Colombia,Boeing,Boeing 757,0,160,164,4,South America
1968-12-12,1968,Qtr 4,December,12,Venezuela,Boeing,Boeing 707,0,51,51,0,South America
1969-12-03,1969,Qtr 4,December,3,Venezuela,Boeing,Boeing 707,0,62,62,0,South America
1950-12-15,1950,Qtr 4,December,15,Venezuela,McDonnell Douglas,Douglas DC-3,0,31,31,0,South America
1994-12-17,1994,Qtr 4,December,17,Venezuela,McDonnell Douglas,Douglas DC-3,0,7,9,2,South America
1954-12-18,1954,Qtr 4,December,18,Venezuela,McDonnell Douglas,Douglas DC-3,0,2,2,0,South America
1952-12-25,1952,Qtr 4,December,25,Venezuela,McDonnell Douglas,Douglas DC-3,0,3,5,2,South America
1974-12-22,1974,Qtr 4,December,22,Venezuela,McDonnell Douglas,McDonnell Douglas DC-9,0,77,77,0,South America
2004-12-10,2004,Qtr 4,December,10,Venezuela,PZL,PZL M-28 Skytruck,0,16,16,0,South America
1999-12-25,1999,Qtr 4,December,25,Venezuela,Yakovlev,Yakovlev Yak-42,0,22,22,0,South America
1969-12-22,1969,Qtr 4,December,22,Fiji,McDonnell Douglas,Douglas DC-6,24,10,77,67,Oceania
1970-12-28,1970,Qtr 4,December,28,Suriname,Boeing,Boeing 727,0,2,55,53,South America
1974-12-01,1974,Qtr 4,December,1,United States,Boeing,Boeing 727,0,92,92,0,North America
1996-12-22,1996,Qtr 4,December,22,United States,McDonnell Douglas,McDonnell Douglas DC-8,0,6,6,0,North America
1968-12-31,1968,Qtr 4,December,31,Bolivia,Vickers,Vickers Viscount 720VH RMQ,0,26,26,0,South America
1989-12-26,1989,Qtr 4,December,26,United States,British Aerospace,British Aerospace Jetstream,0,6,6,0,North America
1946-12-10,1946,Qtr 4,December,10,United States,Curtiss,Curtiss-Wright R5C,0,32,32,0,North America
1952-12-20,1952,Qtr 4,December,20,United States,McDonnell Douglas,Douglas C-124 Globemaster II,0,87,115,28,North America
1928-12-10,1928,Qtr 4,December,10,United States,Ford,Ford Tri-motor,0,5,5,0,North America
1960-12-17,1960,Qtr 4,December,17,Lebanon,Convair,Convair C-131 Samaritan,31,20,20,0,Asia
1967-12-10,1967,Qtr 4,December,10,United States,Beechcraft,Beechcraft 18,0,7,8,1,North America
1923-12-24,1923,Qtr 4,December,24,Netherlands,De Havilland,De Havilland DH 4,0,1,1,0,Europe
1958-12-26,1958,Qtr 4,December,26,Zimbabwe,McDonnell Douglas,Douglas DC-6,0,3,70,67,Africa
1960-02-26,1960,Qtr 1,February,26,Tajikistan,Antonov,Antonov An-10,0,32,33,1,Asia
1974-02-23,1974,Qtr 1,February,23,Norway,Curtiss,Curtiss C-46,0,7,7,0,Europe
1948-02-20,1948,Qtr 1,February,20,Tanzania,McDonnell Douglas,Douglas DC-3,0,7,10,3,Africa
1952-02-28,1952,Qtr 1,February,28,South Africa,McDonnell Douglas,Douglas DC-3,0,8,8,0,Africa
1955-02-23,1955,Qtr 1,February,23,Uruguay,McDonnell Douglas,Douglas DC-3,0,1,26,25,South America
1999-02-08,1999,Qtr 1,February,8,Uzbekistan,Lockheed,Lockheed L 188A Electra9Q,0,7,7,0,Asia
1996-02-11,1996,Qtr 1,February,11,Afghanistan,Unknown,Unknown,0,20,20,0,Asia
1987-02-09,1987,Qtr 1,February,9,Afghanistan,Antonov,Antonov An-26,0,36,36,0,Asia
2005-02-03,2005,Qtr 1,February,3,Afghanistan,Boeing,Boeing 737,0,104,104,0,Asia
1993-02-10,1993,Qtr 1,February,10,Afghanistan,Mil,Mil Mi-8,0,30,30,0,Asia
1953-02-14,1953,Qtr 1,February,14,United States,McDonnell Douglas,Douglas DC-6,0,46,46,0,North America
1985-02-04,1985,Qtr 1,February,4,United States,Beechcraft,Beechcraft Queen Air,0,9,9,0,North America
1985-02-25,1985,Qtr 1,February,25,United States,Boeing,Boeing RC-135,0,3,3,0,North America
1954-02-05,1954,Qtr 1,February,5,United States,McDonnell Douglas,Douglas DC-3,0,10,16,6,North America
1975-02-16,1975,Qtr 1,February,16,United States,McDonnell Douglas,Douglas DC-6,0,3,3,0,North America
1939-02-12,1939,Qtr 1,February,12,United States,Fairchild,Fairchild 71,0,6,6,0,North America
1963-02-25,1963,Qtr 1,February,25,Canada,Unknown,Piper Twin Apache,0,4,4,0,North America
2014-02-11,2014,Qtr 1,February,11,Algeria,Lockheed,Lockheed C-130 Hercules,0,76,77,1,Africa
1996-02-27,1996,Qtr 1,February,27,Angola,Antonov,Antonov An-12,0,8,8,0,Africa
1999-02-02,1999,Qtr 1,February,2,Angola,Antonov,Antonov An-12,13,14,14,0,Africa
1991-02-22,1991,Qtr 1,February,22,Angola,Antonov,Antonov An-26,0,47,47,0,Africa
1997-02-02,1997,Qtr 1,February,2,Angola,CASA,CASA C-212 Aviocar,0,37,37,0,Africa
1970-02-04,1970,Qtr 1,February,4,Argentina,Hawker Siddeley,Hawker Siddeley HS 748,0,37,37,0,South America
1955-02-26,1955,Qtr 1,February,26,Pakistan,De Havilland,De Havilland DH.104 Dove,0,6,7,1,Asia
1996-02-05,1996,Qtr 1,February,5,United States,Convair,Convair CV-440,0,4,4,0,North America
2018-02-10,2018,Qtr 1,February,10,United States,Eurocopter,Eurocopter EC 130,0,3,7,4,North America
1964-02-29,1964,Qtr 1,February,29,Austria,Bristol,Bristol Britannia,0,83,83,0,Europe
1965-02-13,1965,Qtr 1,February,13,Azerbaijan,Ilyushin,Ilyushin Il-14,0,23,23,0,Asia
1989-02-08,1989,Qtr 1,February,8,Portugal,Boeing,Boeing 707,0,144,144,0,Europe
1958-02-20,1958,Qtr 1,February,20,Portugal,Lockheed,Lockheed WV-2,0,22,22,0,Europe
1985-02-01,1985,Qtr 1,February,1,Belarus,Tupolev,Tupolev Tu-134,0,58,80,22,Europe
1952-02-04,1952,Qtr 1,February,4,Belgium,McDonnell Douglas,Douglas DC-3,0,15,15,0,Europe
1961-02-15,1961,Qtr 1,February,15,Belgium,Boeing,Boeing 707,1,72,72,0,Europe
1964-02-04,1964,Qtr 1,February,4,Bolivia,McDonnell Douglas,Douglas DC-3,0,2,29,27,South America
1960-02-05,1960,Qtr 1,February,5,Bolivia,McDonnell Douglas,Douglas DC-4,0,59,59,0,South America
2004-02-06,2004,Qtr 1,February,6,Cuba,Beechcraft,Beechcraft Super King Air,0,9,9,0,North America
2009-02-07,2009,Qtr 1,February,7,Brazil,Embraer,Embraer EMB 110 Bandeirante,0,24,28,4,South America
1997-02-14,1997,Qtr 1,February,14,Brazil,Boeing,Boeing 737,0,1,52,51,South America
1948-02-27,1948,Qtr 1,February,27,Brazil,McDonnell Douglas,Douglas DC-3,0,23,26,3,South America
1960-02-25,1960,Qtr 1,February,25,Brazil,McDonnell Douglas,Douglas DC-3,0,61,64,3,South America
1958-02-01,1958,Qtr 1,February,1,Brazil,McDonnell Douglas,Douglas DC-4,0,5,73,68,South America
1979-02-08,1979,Qtr 1,February,8,Brazil,Embraer,Embraer EMB 110 Bandeirante,0,18,18,0,South America
1975-02-27,1975,Qtr 1,February,27,Brazil,Embraer,Embraer EMB 110 Bandeirante,0,15,15,0,South America
1992-02-03,1992,Qtr 1,February,3,Brazil,Embraer,Embraer 110C BandeirantePT TBB,0,12,12,0,South America
1981-02-24,1981,Qtr 1,February,24,Brazil,Embraer,Embraer 110P BandeirantePT GLB,0,11,14,3,South America
1990-02-12,1990,Qtr 1,February,12,Brazil,Fokker,Fokker F-27 Friendship,2,2,40,38,South America
1932-02-27,1932,Qtr 1,February,27,Brazil,Latecoere,Latécoère 28,0,3,3,0,South America
1945-02-15,1945,Qtr 1,February,15,Brazil,Lockheed,Lockheed 18 Lodestar,0,11,11,0,South America
1942-02-20,1942,Qtr 1,February,20,Australia,De Havilland,De Havilland DH.86,0,9,9,0,Oceania
1978-02-11,1978,Qtr 1,February,11,Gambia,Boeing,Boeing 737,0,42,49,7,Africa
1951-02-03,1951,Qtr 1,February,3,Latvia,McDonnell Douglas,Douglas DC-4,0,29,29,0,Europe
1978-02-28,1978,Qtr 1,February,28,United States,Aero Commander,Aero Commander 500,0,7,7,0,North America
1985-02-19,1985,Qtr 1,February,19,United States,Boeing,Boeing 747,0,0,274,274,North America
1932-02-02,1932,Qtr 1,February,2,United States,Boeing,Boeing 40,0,1,2,1,North America
1938-02-02,1938,Qtr 1,February,2,United States,Consolidated,Consolidated PBY,0,11,14,3,North America
1958-02-01,1958,Qtr 1,February,1,United States,McDonnell Douglas,Douglas C-118A,1,41,41,0,North America
1937-02-09,1937,Qtr 1,February,9,United States,McDonnell Douglas,Douglas DC-3,0,11,11,0,North America
1969-02-18,1969,Qtr 1,February,18,United States,McDonnell Douglas,Douglas DC-3,0,35,35,0,North America
1976-02-08,1976,Qtr 1,February,8,United States,McDonnell Douglas,Douglas DC-6,0,3,6,3,North America
1945-02-13,1945,Qtr 1,February,13,United States,McDonnell Douglas,Douglas DC-3,0,24,24,0,North America
1956-02-17,1956,Qtr 1,February,17,United States,McDonnell Douglas,Douglas DC-4,0,40,40,0,North America
1963-02-03,1963,Qtr 1,February,3,United States,Lockheed,Lockheed 1049 Super Constellation,0,4,8,4,North America
2000-02-16,2000,Qtr 1,February,16,United States,McDonnell Douglas,McDonnell Douglas DC-8,0,3,3,0,North America
1981-02-22,1981,Qtr 1,February,22,United States,Sikorsky,Sikorsky S-62,0,2,8,6,North America
1935-02-12,1935,Qtr 1,February,12,Estonia,Goodyear,Goodyear-Zeppelin Macon,0,2,83,81,Europe
1952-02-19,1952,Qtr 1,February,19,Cameroon,Consolidated,Consolidated Liberator,0,9,9,0,Africa
1953-02-02,1953,Qtr 1,February,2,Canada,Avro,Avro York,0,39,39,0,North America
1968-02-07,1968,Qtr 1,February,7,Canada,Boeing,Boeing 707,1,1,61,60,North America
1956-02-13,1956,Qtr 1,February,13,Canada,Bristol,Bristol 170 Freighter,0,2,2,0,North America
1977-02-28,1977,Qtr 1,February,28,Canada,McDonnell Douglas,Douglas DC-3,0,4,10,6,North America
2009-02-15,2009,Qtr 1,February,15,Chile,Bell,Bell UH-1,0,13,13,0,South America
1991-02-20,1991,Qtr 1,February,20,Chile,British Aerospace,British Aerospace 146,0,20,72,52,South America
1959-02-18,1959,Qtr 1,February,18,Chile,Curtiss,Curtiss C-46,0,5,5,0,South America
1965-02-06,1965,Qtr 1,February,6,Chile,McDonnell Douglas,Douglas DC-6,0,87,87,0,South America
1947-02-21,1947,Qtr 1,February,21,China,McDonnell Douglas,Douglas DC-3,0,21,21,0,Asia
1942-02-19,1942,Qtr 1,February,19,China,McDonnell Douglas,Douglas DC-2,0,1,1,0,Asia
1999-02-24,1999,Qtr 1,February,24,China,Tupolev,Tupolev Tu-154,0,61,61,0,Asia
1975-02-22,1975,Qtr 1,February,22,Colombia,Canadair,Canadair CL-44,0,5,5,0,South America
1949-02-05,1949,Qtr 1,February,5,Colombia,Consolidated,Consolidated PBY-5A Catalina,0,3,14,11,South America
1993-02-20,1993,Qtr 1,February,20,Colombia,Convair,Convair CV-440,0,2,2,0,South America
1951-02-14,1951,Qtr 1,February,14,Colombia,Curtiss,Curtiss C-46,0,2,2,0,South America
1962-02-25,1962,Qtr 1,February,25,Colombia,McDonnell Douglas,Douglas DC-3,0,2,2,0,South America
1970-02-12,1970,Qtr 1,February,12,Colombia,McDonnell Douglas,Douglas DC-3,2,12,12,0,South America
1947-02-15,1947,Qtr 1,February,15,Colombia,McDonnell Douglas,Douglas DC-4,0,53,53,0,South America
1976-02-04,1976,Qtr 1,February,4,Colombia,McDonnell Douglas,Douglas DC-6,0,3,3,0,South America
1982-02-19,1982,Qtr 1,February,19,Colombia,McDonnell Douglas,Douglas DC-6,0,4,4,0,South America
1972-02-05,1972,Qtr 1,February,5,Colombia,Fairchild,Fairchild F-27,0,19,19,0,South America
1990-02-05,1990,Qtr 1,February,5,Colombia,Grumman,Grumman G-159 Gulfstream I,0,15,15,0,South America
1990-02-27,1990,Qtr 1,February,27,United States,Cessna,Cessna 208A Caravan I,0,1,1,0,North America
2005-02-16,2005,Qtr 1,February,16,United States,Cessna,Cessna 560 Citation V,0,8,8,0,North America
1947-02-14,1947,Qtr 1,February,14,United States,Curtiss,Curtiss C-46,0,2,2,0,North America
1940-02-27,1940,Qtr 1,February,27,United States,Boeing,Boeing 247,0,11,11,0,North America
1970-02-10,1970,Qtr 1,February,10,United States,De Havilland,De Havilland Canada DHC-6 Twin Otter,0,5,5,0,North America
1930-02-03,1930,Qtr 1,February,3,United States,Pitcairn,Pitcairn PA-6 Mailwing,0,1,1,0,North America
1975-02-09,1975,Qtr 1,February,9,Malaysia,Transall,Transall C-160,0,40,40,0,Asia
1974-02-09,1974,Qtr 1,February,9,Sri Lanka,Transall,Transall C-160,0,35,40,5,Asia
1980-02-03,1980,Qtr 1,February,3,Cuba,Yakovlev,Yakovlev Yak-40,0,1,37,36,North America
1988-02-27,1988,Qtr 1,February,27,Cyprus,Boeing,Boeing 727,0,15,15,0,Asia
1950-02-27,1950,Qtr 1,February,27,Tanzania,McDonnell Douglas,Douglas DC-3,0,5,30,25,Africa
1973-02-19,1973,Qtr 1,February,19,Azerbaijan,Tupolev,Tupolev Tu-154,0,66,100,34,Asia
1947-02-05,1947,Qtr 1,February,5,United States,McDonnell Douglas,Douglas DC-3,0,1,3,2,North America
1949-02-08,1949,Qtr 1,February,8,Denmark,Vickers,Vickers 628 Viking,0,27,27,0,Europe
1982-02-03,1982,Qtr 1,February,3,Romania,Nord,Nord 2501 Noratlas,0,35,35,0,Europe
1996-02-06,1996,Qtr 1,February,6,Egypt,Boeing,Boeing 757,0,189,189,0,Africa
1970-02-15,1970,Qtr 1,February,15,Unknown,McDonnell Douglas,McDonnell Douglas DC-9,0,102,102,0,Unknown
1966-02-02,1966,Qtr 1,February,2,Ireland,Sikorsky,Sikorsky S-61,0,23,24,1,Europe
1971-02-17,1971,Qtr 1,February,17,Ecuador,Curtiss,Curtiss C-46,0,12,12,0,South America
1991-02-14,1991,Qtr 1,February,14,Ecuador,De Havilland,De Havilland Canada DHC-6 Twin Otter,0,22,22,0,South America
2009-02-20,2009,Qtr 1,February,20,Egypt,Antonov,Antonov An-12,0,5,5,0,Africa
1973-02-21,1973,Qtr 1,February,21,Egypt,Boeing,Boeing 727,0,108,113,5,Africa
1953-02-09,1953,Qtr 1,February,9,Egypt,Curtiss,Curtiss-Wright C-46,0,29,40,11,Africa
1956-02-20,1956,Qtr 1,February,20,Egypt,McDonnell Douglas,Douglas DC-6,0,52,64,12,Africa
1958-02-19,1958,Qtr 1,February,19,Egypt,McDonnell Douglas,Douglas DC-6,0,1,21,20,Africa
1984-02-19,1984,Qtr 1,February,19,Haiti,Bell,Bell UH-1H,0,28,28,0,North America
1945-02-06,1945,Qtr 1,February,6,United Kingdom,McDonnell Douglas,Douglas DC-3,0,23,23,0,Europe
1930-02-10,1930,Qtr 1,February,10,United Kingdom,Farman,Farman F.63,0,2,6,4,Europe
1994-02-25,1994,Qtr 1,February,25,United Kingdom,Vickers,Vickers 813 Viscount,0,1,2,1,Europe
2003-02-10,2003,Qtr 1,February,10,Estonia,Antonov,Antonov An-28,0,2,3,1,Europe
1984-02-16,1984,Qtr 1,February,16,Ethiopia,Antonov,Antonov An-12,0,26,38,12,Africa
1979-02-19,1979,Qtr 1,February,19,Ethiopia,McDonnell Douglas,Douglas DC-3,0,5,5,0,Africa
1964-02-03,1964,Qtr 1,February,3,United States,Beechcraft,Beechcraft D18S,0,10,10,0,North America
1963-02-12,1963,Qtr 1,February,12,United States,Boeing,Boeing 720,0,43,43,0,North America
1965-02-13,1965,Qtr 1,February,13,United States,Curtiss,Curtiss C-46,0,2,2,0,North America
1932-02-01,1932,Qtr 1,February,1,United States,Fairchild,Fairchild,0,5,5,0,North America
1948-02-07,1948,Qtr 1,February,7,United States,Lockheed,Lockheed L-649 Constellation,0,1,69,68,North America
1953-02-07,1953,Qtr 1,February,7,France,McDonnell Douglas,Douglas DC-4,0,9,19,10,Europe
1939-02-24,1939,Qtr 1,February,24,France,Junkers,Junkers Ju 52,0,10,10,0,Europe
1938-02-22,1938,Qtr 1,February,22,France,Junkers,Junkers Ju 52,0,3,3,0,Europe
1948-02-21,1948,Qtr 1,February,21,France,Latecoere,Latécoère 631,0,14,14,0,Europe
1938-02-09,1938,Qtr 1,February,9,France,Liore et Olivier,Lioré et Olivier,0,8,12,4,Europe
1989-02-06,1989,Qtr 1,February,6,France,Vickers,Vickers 952 Vanguard,0,3,3,0,Europe
1958-02-19,1958,Qtr 1,February,19,France,Consolidated,Consolidated PBY-5A Catalina,0,15,15,0,Europe
1941-02-26,1941,Qtr 1,February,26,United States,McDonnell Douglas,Douglas DC-3,0,9,16,7,North America
1958-02-06,1958,Qtr 1,February,6,Germany,Airspeed,Airspeed Ambassador,0,23,44,21,Europe
1948-02-12,1948,Qtr 1,February,12,Germany,McDonnell Douglas,Douglas DC-3,0,12,21,9,Europe
2001-02-08,2001,Qtr 1,February,8,Germany,Gates Learjet,Learjet 35,0,3,3,0,Europe
1988-02-08,1988,Qtr 1,February,8,Germany,Swearingen,Swearingen SA227 Metro III,0,21,21,0,Europe
1944-02-21,1944,Qtr 1,February,21,Greece,Junkers,Junkers Ju 52,0,16,16,0,Europe
1991-02-05,1991,Qtr 1,February,5,Greece,Lockheed,Lockheed C-130 Hercules,0,63,63,0,Europe
1997-02-19,1997,Qtr 1,February,19,Guatemala,IAI,IAI 1124 Westwind,0,5,5,0,North America
1996-02-12,1996,Qtr 1,February,12,Unknown,GAF,GAF Nomad,0,11,15,4,Unknown
1989-02-24,1989,Qtr 1,February,24,United States,Boeing,Boeing 747,0,9,356,347,North America
1974-02-02,1974,Qtr 1,February,2,Belarus,Boeing,Boeing B 747N732PA,0,1,298,297,Europe
1967-02-20,1967,Qtr 1,February,20,Honduras,McDonnell Douglas,Douglas DC-6,0,4,55,51,North America
2011-02-14,2011,Qtr 1,February,14,Honduras,Let,Let L-410 Turbolet,0,14,14,0,North America
1949-02-24,1949,Qtr 1,February,24,China,McDonnell Douglas,Douglas DC-3,0,23,23,0,Asia
1990-02-14,1990,Qtr 1,February,14,India,Airbus,Airbus A320,0,92,146,54,Asia
1955-02-02,1955,Qtr 1,February,2,India,McDonnell Douglas,Douglas DC-3,0,10,10,0,Asia
1952-02-19,1952,Qtr 1,February,19,India,McDonnell Douglas,Douglas DC-3,0,3,16,13,Asia
1954-02-25,1954,Qtr 1,February,25,India,McDonnell Douglas,Douglas DC-3,0,3,3,0,Asia
1980-02-22,1980,Qtr 1,February,22,India,Fairchild,Fairchild C-119 Flying Boxcar,1,46,47,1,Asia
1982-02-07,1982,Qtr 1,February,7,India,Fairchild,Fairchild C-119 Flying Boxcar,0,23,23,0,Asia
1966-02-07,1966,Qtr 1,February,7,India,Fokker,Fokker F-27 Friendship,0,37,37,0,Asia
1964-02-18,1964,Qtr 1,February,18,India,Ilyushin,Ilyushin Il-14,0,13,13,0,Asia
1966-02-15,1966,Qtr 1,February,15,India,Aerospatiale,Sud Aviation Caravelle,0,2,80,78,Asia
1992-02-06,1992,Qtr 1,February,6,United States,Lockheed,Lockheed C-130 Hercules,12,5,5,0,North America
1973-02-28,1973,Qtr 1,February,28,Indonesia,De Havilland,De Havilland Canada DHC-6 Twin Otter,0,13,13,0,Asia
1948-02-10,1948,Qtr 1,February,10,Indonesia,McDonnell Douglas,Douglas DC-3,0,19,19,0,Asia
1961-02-03,1961,Qtr 1,February,3,Indonesia,McDonnell Douglas,Douglas DC-3,0,26,26,0,Asia
1972-02-01,1972,Qtr 1,February,1,Indonesia,McDonnell Douglas,Douglas DC-6,0,6,9,3,Asia
1967-02-16,1967,Qtr 1,February,16,Indonesia,Lockheed,Lockheed L-188 Electra,0,22,63,41,Asia
2005-02-22,2005,Qtr 1,February,22,Guadeloupe,CASA,"CASA 212 AviocarP 2032
P",0,15,18,3,North America
1959-02-03,1959,Qtr 1,February,3,United States,Beechcraft,Beechcraft Bonanza,0,4,4,0,North America
2018-02-18,2018,Qtr 1,February,18,Iran,ATR,ATR 72,0,66,66,0,Asia
2003-02-19,2003,Qtr 1,February,19,Iran,Ilyushin,Ilyushin Il-76,0,275,275,0,Asia
2000-02-02,2000,Qtr 1,February,2,Iran,Lockheed,Lockheed C-130 Hercules,0,8,8,0,Asia
2002-02-12,2002,Qtr 1,February,12,Iran,Tupolev,Tupolev Tu-154,0,117,117,0,Asia
1993-02-08,1993,Qtr 1,February,8,Iran,Tupolev,Tupolev Tu-154M,0,133,133,0,Asia
1960-02-26,1960,Qtr 1,February,26,Ireland,McDonnell Douglas,Douglas DC-7C,0,34,52,18,Europe
2011-02-10,2011,Qtr 1,February,10,Ireland,Swearingen,Swearingen SA227 Metro III,0,6,12,6,Europe
1999-02-25,1999,Qtr 1,February,25,Italy,Dornier,Dornier 328,0,4,31,27,Europe
1945-02-02,1945,Qtr 1,February,2,Italy,McDonnell Douglas,Douglas DC-3,0,23,26,3,Europe
1966-02-18,1966,Qtr 1,February,18,Italy,McDonnell Douglas,Douglas DC-6,0,4,4,0,Europe
1955-02-13,1955,Qtr 1,February,13,Italy,McDonnell Douglas,Douglas DC-6,0,29,29,0,Europe
1958-02-15,1958,Qtr 1,February,15,Italy,McDonnell Douglas,Douglas C-47,0,16,16,0,Europe
1940-02-10,1940,Qtr 1,February,10,Italy,Savoia,Savoia-Marchetti,0,10,10,0,Europe
1947-02-15,1947,Qtr 1,February,15,Italy,Savoia,Savoia-Marchetti,0,16,16,0,Europe
1952-02-16,1952,Qtr 1,February,16,Italy,Vickers,Vickers 614 Viking,0,31,31,0,Europe
1952-02-07,1952,Qtr 1,February,7,Japan,Boeing,Boeing B-29,5,13,13,0,Asia
1966-02-04,1966,Qtr 1,February,4,Japan,Boeing,Boeing 727,0,133,133,0,Asia
1964-02-27,1964,Qtr 1,February,27,Japan,Convair,Convair CV-240,0,20,42,22,Asia
1954-02-01,1954,Qtr 1,February,1,Japan,Curtiss,Curtiss-Wright C-46,0,35,35,0,Asia
1982-02-09,1982,Qtr 1,February,9,Japan,McDonnell Douglas,McDonnell Douglas DC-8,0,24,174,150,Asia
1973-02-28,1973,Qtr 1,February,28,Kazakhstan,Yakovlev,Yakovlev Yak-40,0,32,32,0,Asia
2003-02-16,2003,Qtr 1,February,16,United States,Cessna,Cessna 421 Golden Eagle,0,3,7,4,North America
1958-02-27,1958,Qtr 1,February,27,United Kingdom,Bristol,Bristol 170 Freighter,0,35,42,7,Europe
1972-02-04,1972,Qtr 1,February,4,Benin,De Havilland,De Havilland Canada C-7 Caribou,0,1,38,37,Africa
1968-02-24,1968,Qtr 1,February,24,Guyana,McDonnell Douglas,Douglas DC-3,0,37,37,0,South America
1972-02-11,1972,Qtr 1,February,11,Mozambique,McDonnell Douglas,Douglas DC-4,0,23,23,0,Africa
2002-02-15,2002,Qtr 1,February,15,Liberia,Antonov,Antonov An-12,0,1,10,9,Africa
1949-02-04,1949,Qtr 1,February,4,Libya,McDonnell Douglas,Douglas DC-4,0,1,53,52,Africa
1991-02-01,1991,Qtr 1,February,1,United States,Boeing,Boeing 737,0,34,101,67,North America
1973-02-19,1973,Qtr 1,February,19,United States,Bell,Bell 206,0,5,5,0,North America
1980-02-21,1980,Qtr 1,February,21,United States,Sikorsky,Sikorsky S-62,0,6,7,1,North America
1989-02-19,1989,Qtr 1,February,19,Malaysia,Boeing,Boeing 747,0,4,4,0,Asia
1985-02-22,1985,Qtr 1,February,22,Mali,Antonov,Antonov An-24,0,50,51,1,Africa
1956-02-18,1956,Qtr 1,February,18,Malta,Avro,Avro York,0,50,50,0,Europe
1954-02-12,1954,Qtr 1,February,12,Malta,Avro,Avro Shackleton,0,10,10,0,Europe
1931-02-20,1931,Qtr 1,February,20,Canada,Fokker,Fokker Universal,0,2,3,1,North America
1962-02-25,1962,Qtr 1,February,25,Venezuela,Fairchild,Fairchild F 27YV,0,23,23,0,South America
1974-02-22,1974,Qtr 1,February,22,United States,McDonnell Douglas,Mc Donnell Dougals DC 9?,0,1,15,14,North America
1963-02-28,1963,Qtr 1,February,28,United States,McDonnell Douglas,Douglas DC-7,1,0,26,26,North America
1967-02-09,1967,Qtr 1,February,9,Mexico,Antonov,Antonov An-12,0,10,10,0,North America
1938-02-09,1938,Qtr 1,February,9,Mexico,Lockheed,Lockheed 10 Electra,0,2,2,0,North America
1932-02-02,1932,Qtr 1,February,2,United States,Boeing Stearman,Stearman C-3M,0,1,1,0,North America
2001-02-08,2001,Qtr 1,February,8,United States,Swearingen,Swearingen SA227 Merlin,0,2,6,4,North America
1921-02-03,1921,Qtr 1,February,3,United States,De Havilland,De Havilland DH 4,0,1,1,0,North America
1995-02-16,1995,Qtr 1,February,16,United States,McDonnell Douglas,McDonnell Douglas DC-8,0,3,3,0,North America
2003-02-07,2003,Qtr 1,February,7,Morocco,Antonov,Antonov An-12,0,8,8,0,Africa
1945-02-23,1945,Qtr 1,February,23,Morocco,Curtiss,Curtiss C-46,0,13,30,17,Africa
1934-02-26,1934,Qtr 1,February,26,Morocco,Latecoere,Latécoère 28,0,1,6,5,Africa
1944-02-10,1944,Qtr 1,February,10,Mozambique,Lockheed,Lockheed 14 Super Electra,0,14,14,0,Africa
